"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"1","1","1","K Tanaka","","Advanced Applications and Future Research Issues of OODBs ","DASFAA Database Systems for Advanced Applications"
"2","1","2","K Tanaka","","Tree-Structured Data Organization with Consecutive Retrieval Property ","FODO Conference Foundations of Data Organization and Algorithms"
"3","1","3","K Tanaka","","Tea-Time Museum: Croquet As a Browsing and Searching Environment for Digital Libraries ","C"
"4","1","4","K Tanaka"," ","Tree-Structured Data Organization with Consecutive Retrieval Property, Data Base File Organization,","Academic Press Proc Conf Consecutive Retrieval Property"
"5","1","5","K Tanaka","S CeriD tsur;","DOOD' Deductive and Object-Oriented Databases,","Springer verlag"
"6","1","6","K Tanaka","T -S Chang","Alternative Objects in Object-Oriented Databases","Proc Int Symp Database Systems for Advanced Applications DASFAA Database Systems for Advanced Applications"
"7","1","7","K Tanaka","T -S Chang","On Natural Joins in Object-Oriented Databases,","Proc st Int Conf Deductive and Object Oriented Databases DOOD Elsevier Science Publishers B V North"
"8","1","8","K Tanaka","Akihiro Doi ; Kazutoshi Sumiya ; Kuniaki Uehara ; Tomoaki Kawaguchi","ScoopCast: Dynamic Video Production and Delivery from Indexed Live Video Stream ","ICSC International Computing Science Conferences"
"9","1","9","K Tanaka","S Ghosh;Y Kambayashi","FOUNDATIONS OF DATA ORGANIZATION,","Plenum Press"
"10","1","10","K Tanaka","S Ginsburg","Computation-tuple Sequences and Object Histories,","ACM Trans Database Systems"
"11","1","11","K Tanaka","S Ginsburg","Computation-tuple Sequences and Object Histories: Extended Abstract,","Proc Int Conf Foundations of Data Organization Kyoto Plenum Press"
"12","1","12","K Tanaka","Seymour Ginsburg","Interval Queries on Object Histories ","Theor Comput Sci"
"13","1","13","K Tanaka","S Ginsburg","Interval Queries on Object Histories: Extended Abstract,","Proc th Int Conf Very Large Data Bases"
"14","1","14","K Tanaka","Hans-J&ouml;rg Schek ; M Tamer &Ouml;zsu ; Yanchun Zhang","Special Issue on The nd Web Information Systems Engineering Conference WISE' ","World Wide Web"
"15","1","15","K Tanaka","Craig Harris ; Earl D Saberdoti ; Fran&ccedil;ois Bancilhon ; Michael Kifer ; Michael L Brodie ; Yoshifumi Masunaga","Next Generation Database Management Systems Technology Panel ","DOOD Deductive and Object Oriented Databases"
"16","1","16","K Tanaka","Kaname Harumoto ; Keishi Tajima ; Masahiko Tsukamoto ; Masatoshi Arikawa ; Shinji Shimojo ; Shojiro Nishio ; Yasuo Ariki","An Advanced Processing Environment for Managing the Continuous and Semistructured Features of Multimedia Content ","ADBIS Advances Databases and Information Systems DASFAA Database Systems for Advanced Applications"
"17","1","17","K Tanaka","Kenji Hatano ; Ryouichi Sano ; Yiwei Duan","An Interactive Classification of Web Documents by Self-Organizing Maps and Search Engines ","DASFAA Database Systems for Advanced Applications"
"18","1","18","K Tanaka","Kenji Hatano ; Qing Qian","A SOM-Based Information Organizer for Text and Video Data ","DASFAA Database Systems for Advanced Applications"
"19","1","19","K Tanaka","Tatsuo Hirose ; Toshihiko Hata ; Y Nakanishi","Querying Multiple Perspective Video by Camera Metaphor ","DASFAA Database Systems for Advanced Applications"
"20","1","20","K Tanaka","Tatsuo Hirose ; Yoshihiro Nakanishi","Modeling and Structuring Multiple Perspective Video for Browsing ","ER International Conference Conceptual Modeling the Entity Relationship Approach"
"21","1","21","K Tanaka","Tatsuo Hirose ; Toshihiko Hata","Skimming Multiple Perspective Video Using Tempo-Spatial Importance Measures ","VDB Visual Database Systems"
